id,title,body,sentiment,categories,issue_summary,url,classified_by_model,label_actual
197852,[일반]불과 바로 전시즌에 수호가 검성보다 딜이 조금 잘 나왔을때 생각해보면됨[2],,neutral,"[""클래스밸런스""]",[일반]불과 바로 전시즌에 수호가 검성보다 딜이 조금 잘 나왔을때 생각해보면됨[2],https://www.inven.co.kr/board/aion2/6438/20295,,
107517,[일반]딜 ㅈㄴ개구데기네사진,,negative,"[""클래스밸런스""]",[일반]딜 ㅈㄴ개구데기네사진,https://www.inven.co.kr/board/aion2/6452/24272,,
21094,[잡담]궁퀴벌레들 ㅉㅉ[7],,negative,"[""기타""]",[잡담]궁퀴벌레들 ㅉㅉ[7],https://www.inven.co.kr/board/aion2/6388/216865,,
96182,[일반]pvp는 좋아진거같은데 pve는 너무 검성 하위호환이네...[5],,positive,"[""클래스밸런스""]",[일반]pvp는 좋아진거같은데 pve는 너무 검성 하위호환이네...[5],https://www.inven.co.kr/board/aion2/6438/18039,,
85730,[일반]아니 치유들 왜 가만히 있어?[13],,neutral,"[""기타""]",[일반]아니 치유들 왜 가만히 있어?[13],https://www.inven.co.kr/board/aion2/6452/23370,,
86019,[잡담]아이온 하면서 만난 여자분과 서로 사랑에 빠졌습니다[38],,positive,"[""기타""]",[잡담]아이온 하면서 만난 여자분과 서로 사랑에 빠졌습니다[38],https://www.inven.co.kr/board/aion2/6388/229719,,
169928,[잡담]?? 치명타 3500 공1000 올랐는데?[2],,neutral,"[""기타""]",[잡담]?? 치명타 3500 공1000 올랐는데?[2],https://www.inven.co.kr/board/aion2/6388/239330,,
171487,[잡담]아이온 원작도 직변권 나왔는데 2도 나오는거아님?[5]사진,,neutral,"[""기타""]",[잡담]아이온 원작도 직변권 나왔는데 2도 나오는거아님?[5]사진,https://www.inven.co.kr/board/aion2/6388/239664,,
92548,[일반]수호 피빕 개좋아져따[3],,positive,"[""기타""]",[일반]수호 피빕 개좋아져따[3],https://www.inven.co.kr/board/aion2/6438/17924,,
48102,[일반]구조 못바꿀꺼면 심판상향 시너지개선해라,,positive,"[""클래스밸런스""]",[일반]구조 못바꿀꺼면 심판상향 시너지개선해라,https://www.inven.co.kr/board/aion2/6438/17373,,
96285,[일반]●▅▇█▇▆▅▄▇김남준꺼져,,negative,"[""기타""]",[일반]●▅▇█▇▆▅▄▇김남준꺼져,https://www.inven.co.kr/board/aion2/6449/16016,,
47260,[잡담]머리채 잡는거 좋아하는 분탕러들[5]사진,,positive,"[""커뮤니티""]",[잡담]머리채 잡는거 좋아하는 분탕러들[5]사진,https://www.inven.co.kr/board/aion2/6388/223528,,
25247,[일반]마도님들 축하합니다`~~!,,positive,"[""기타""]",[일반]마도님들 축하합니다`~~!,https://www.inven.co.kr/board/aion2/6453/13688,,
13681,[일반]난 마도성 포기했음.[1],,negative,"[""클래스밸런스""]",[일반]난 마도성 포기했음.[1],https://www.inven.co.kr/board/aion2/6453/13458,,
176682,[일반]신규던전 '시련' 좋네요[9]사진,,positive,"[""콘텐츠""]",[일반]신규던전 '시련' 좋네요[9]사진,https://www.inven.co.kr/board/aion2/6448/24761,,
92750,[일반]궁성pvp 상향 축하드립니다,,positive,"[""클래스밸런스""]",[일반]궁성pvp 상향 축하드립니다,https://www.inven.co.kr/board/aion2/6450/15356,,
142857,[잡담]3추글 극혐치유에 대한 입장발표 합니다[1]사진,,negative,"[""기타""]",[잡담]3추글 극혐치유에 대한 입장발표 합니다[1]사진,https://www.inven.co.kr/board/aion2/6388/237439,,
80305,[잡담]무스펠에서 폭주한 공포의 기운 드랍 관련 문의[2],,neutral,"[""기타""]",[잡담]무스펠에서 폭주한 공포의 기운 드랍 관련 문의[2],https://www.inven.co.kr/board/aion2/6388/229163,,
35719,[잡담]아이탬형이 호짱깨선동 개박살 내버렸네[13]사진,,positive,"[""기타""]",[잡담]아이탬형이 호짱깨선동 개박살 내버렸네[13]사진,https://www.inven.co.kr/board/aion2/6388/221688,,
65381,[잡담]쇼케 일찍 잘해놓고 7월1일까지 뭐가 없는게 ㅋㅋㅋ,,neutral,"[""기타""]",[잡담]쇼케 일찍 잘해놓고 7월1일까지 뭐가 없는게 ㅋㅋㅋ,https://www.inven.co.kr/board/aion2/6388/227963,,
177165,[잡담]이 게임 하고있는거 자체가 ㅂㅅ인데요[4],,negative,"[""기타""]",[잡담]이 게임 하고있는거 자체가 ㅂㅅ인데요[4],https://www.inven.co.kr/board/aion2/6388/240306,,
131293,[일반]●▅▇█▇▆▅▄▇화살 피해량만큼 생명력 회복이라더니,,negative,"[""기타""]",[일반]●▅▇█▇▆▅▄▇화살 피해량만큼 생명력 회복이라더니,https://www.inven.co.kr/board/aion2/6453/14573,,
63406,[일반]다들 보방에 만족하심???[24],,neutral,"[""기타""]",[일반]다들 보방에 만족하심???[24],https://www.inven.co.kr/board/aion2/6438/17589,,
151683,[잡담]새싹 혐오생긴 이유[2]사진,,negative,"[""기타""]",[잡담]새싹 혐오생긴 이유[2]사진,https://www.inven.co.kr/board/aion2/6388/237751,,
91435,[일반]●▅▇█▇▅▅▄▇눕기라도 할때 챙겨라 다접는다,,negative,"[""기타""]",[일반]●▅▇█▇▅▅▄▇눕기라도 할때 챙겨라 다접는다,https://www.inven.co.kr/board/aion2/6452/23706,,
121102,원정 신규맵 던전 투력안되는 치유들 700 750방,,negative,"[""콘텐츠""]",원정 신규맵 던전 투력안되는 치유들 700 750방,https://www.inven.co.kr/board/aion2/6452/24396,,
1463,[일반]이번 쇼케이스 결과보고 완전히 접을지 각 보는중[9],,negative,"[""기타""]",[일반]이번 쇼케이스 결과보고 완전히 접을지 각 보는중[9],https://www.inven.co.kr/board/aion2/6450/14502,,
34971,[잡담]이겜 다계정 쌀먹 개꿀통인거 슬슬 타겜에도 풀리나보네[24],,positive,"[""기타""]",[잡담]이겜 다계정 쌀먹 개꿀통인거 슬슬 타겜에도 풀리나보네[24],https://www.inven.co.kr/board/aion2/6388/221592,,
92925,[일반]대지의 징벌 -> 축복으로 변경이 아니라 징벌+축복 인거같은데 맞나요?[9]사진,,neutral,"[""기타""]",[일반]대지의 징벌 -> 축복으로 변경이 아니라 징벌+축복 인거같은데 맞나요?[9]사진,https://www.inven.co.kr/board/aion2/6452/23896,,
130994,[일반]제가 제감 33퍼인데 어디서 더 올릴수잇나요?[5],,neutral,"[""기타""]",[일반]제가 제감 33퍼인데 어디서 더 올릴수잇나요?[5],https://www.inven.co.kr/board/aion2/6449/17021,,
109181,[잡담]마족스토리 재밌네사진,,positive,"[""기타""]",[잡담]마족스토리 재밌네사진,https://www.inven.co.kr/board/aion2/6388/233721,,
32799,[잡담]내가보긴 호짱깨들 정화로 만족못하는거 같은데,,positive,"[""기타""]",[잡담]내가보긴 호짱깨들 정화로 만족못하는거 같은데,https://www.inven.co.kr/board/aion2/6388/221249,,
97948,[일반]대징 25렙 추가피해 파티원도 적용이죠?[2],,neutral,"[""기타""]",[일반]대징 25렙 추가피해 파티원도 적용이죠?[2],https://www.inven.co.kr/board/aion2/6452/24109,,
87134,[일반]이제는 커마로 뭐라하네사진,,neutral,"[""기타""]",[일반]이제는 커마로 뭐라하네사진,https://www.inven.co.kr/board/aion2/6452/23546,,
74625,[잡담]마매겜이니 깎는게 노잼이니 염병해도 마매딸깍인데 딜편차 존나심한게 현실[3],,negative,"[""클래스밸런스""]",[잡담]마매겜이니 깎는게 노잼이니 염병해도 마매딸깍인데 딜편차 존나심한게 현실[3],https://www.inven.co.kr/board/aion2/6388/228879,,
142633,[일반]형들 우클 문심맹쓰시는분들 질문점[1],,neutral,"[""기타""]",[일반]형들 우클 문심맹쓰시는분들 질문점[1],https://www.inven.co.kr/board/aion2/6449/17220,,
1775,[잡담]살성 버프 하라고[1],,positive,"[""클래스밸런스""]",[잡담]살성 버프 하라고[1],https://www.inven.co.kr/board/aion2/6388/214169,,
196411,[일반]시발련들아 수호 딜좀 올려라,,negative,"[""클래스밸런스""]",[일반]시발련들아 수호 딜좀 올려라,https://www.inven.co.kr/board/aion2/6438/20239,,
142863,[잡담]회랑통제 꿀잼임 님들도 하셈[10],,positive,"[""기타""]",[잡담]회랑통제 꿀잼임 님들도 하셈[10],https://www.inven.co.kr/board/aion2/6388/237433,,
85717,[일반]지금 호법 키우고 있는데...너무좋다 ;;[3],,positive,"[""기타""]",[일반]지금 호법 키우고 있는데...너무좋다 ;;[3],https://www.inven.co.kr/board/aion2/6452/23383,,
80796,[일반]아이온2가 재미없는 이유,,negative,"[""기타""]",[일반]아이온2가 재미없는 이유,https://www.inven.co.kr/board/aion2/6452/23342,,
171419,[잡담]후...드디어[5]사진,,positive,"[""기타""]",[잡담]후...드디어[5]사진,https://www.inven.co.kr/board/aion2/6388/239730,,
183140,[일반]낭아님 감사합니다[3]사진,,positive,"[""기타""]",[일반]낭아님 감사합니다[3]사진,https://www.inven.co.kr/board/aion2/6438/20093,,
76785,[잡담]조율석 한 50개먹고 확정조율 만들어주면 안되냐[4],,negative,"[""기타""]",[잡담]조율석 한 50개먹고 확정조율 만들어주면 안되냐[4],https://www.inven.co.kr/board/aion2/6388/228971,,
98681,[일반]만족할줄도 좀 알아라[3],,positive,"[""기타""]",[일반]만족할줄도 좀 알아라[3],https://www.inven.co.kr/board/aion2/6452/24130,,
121466,[일반]ㅌㅌㅋ : 수호성 상향 축하드립니다.[1],,positive,"[""클래스밸런스""]",[일반]ㅌㅌㅋ : 수호성 상향 축하드립니다.[1],https://www.inven.co.kr/board/aion2/6438/18844,,
68577,PVE 각 클래스 별 난이도 (뉴비참고하셈),,neutral,"[""기타""]",PVE 각 클래스 별 난이도 (뉴비참고하셈),https://www.inven.co.kr/board/aion2/6450/15231,,
110424,[일반]열쇠랑 모래시계 유효옵션 뭐가 젤 좋아요?[2],,neutral,"[""기타""]",[일반]열쇠랑 모래시계 유효옵션 뭐가 젤 좋아요?[2],https://www.inven.co.kr/board/aion2/6452/24304,,
67635,[잡담]티켓이랑 2천만 키나주고 루팔 만든헝있어?[26],,neutral,"[""기타""]",[잡담]티켓이랑 2천만 키나주고 루팔 만든헝있어?[26],https://www.inven.co.kr/board/aion2/6388/228043,,
73229,[잡담]업적달성 날짜는 표기 안해줬었나,,positive,"[""기타""]",[잡담]업적달성 날짜는 표기 안해줬었나,https://www.inven.co.kr/board/aion2/6388/228700,,
26204,[잡담]겜알못이라 마도 질문 좀[4],,neutral,"[""기타""]",[잡담]겜알못이라 마도 질문 좀[4],https://www.inven.co.kr/board/aion2/6388/219206,,
122548,[일반]랏호던 랏치던 난 행복하다[6],,positive,"[""기타""]",[일반]랏호던 랏치던 난 행복하다[6],https://www.inven.co.kr/board/aion2/6452/24447,,
47998,[잡담]치유 원정초월 거절 실제로 당함?[16],,neutral,"[""콘텐츠""]",[잡담]치유 원정초월 거절 실제로 당함?[16],https://www.inven.co.kr/board/aion2/6388/224078,,
63488,[일반]이 ㅅㅂ 궁성대자연은 무적이여?,,neutral,"[""클래스밸런스""]",[일반]이 ㅅㅂ 궁성대자연은 무적이여?,https://www.inven.co.kr/board/aion2/6448/21839,,
194608,[일반]씨발 치유도 딜러화 하라고 개같은 남준아[2],,negative,"[""클래스밸런스""]",[일반]씨발 치유도 딜러화 하라고 개같은 남준아[2],https://www.inven.co.kr/board/aion2/6452/25509,,
85945,[잡담]치유성의 죽음과 헌신.. 그리고 사랑 ..[5]사진,,positive,"[""클래스밸런스""]",[잡담]치유성의 죽음과 헌신.. 그리고 사랑 ..[5]사진,https://www.inven.co.kr/board/aion2/6388/229797,,
33522,[잡담]좆벤 호짱깨는 손병신밖에 없어서,,negative,"[""기타""]",[잡담]좆벤 호짱깨는 손병신밖에 없어서,https://www.inven.co.kr/board/aion2/6388/221481,,
55277,[잡담]지금 호치대전 최대 수혜자[1]사진,,positive,"[""기타""]",[잡담]지금 호치대전 최대 수혜자[1]사진,https://www.inven.co.kr/board/aion2/6388/226087,,
130746,[잡담]그래서 테라2언제나옴?[2],,neutral,"[""기타""]",[잡담]그래서 테라2언제나옴?[2],https://www.inven.co.kr/board/aion2/6388/235983,,
92733,[일반]접습니다. 시즌2 볼필요도 없음. 궁성은 영원히 노답[2],,negative,"[""클래스밸런스""]",[일반]접습니다. 시즌2 볼필요도 없음. 궁성은 영원히 노답[2],https://www.inven.co.kr/board/aion2/6450/15373,,
128547,[잡담]아 씨발 ptsd온다 아 좆같다 그냥 접을까 너무힘들어...,,negative,"[""기타""]",[잡담]아 씨발 ptsd온다 아 좆같다 그냥 접을까 너무힘들어...,https://www.inven.co.kr/board/aion2/6388/235687,,
144168,[일반]700k 마도님들 허수 어느정도 나오시나요?!사진,,neutral,"[""기타""]",[일반]700k 마도님들 허수 어느정도 나오시나요?!사진,https://www.inven.co.kr/board/aion2/6453/14839,,
1575,제발 스메+마메 + 스킬위치 알려주세요,,neutral,"[""클래스밸런스""]",제발 스메+마메 + 스킬위치 알려주세요,https://www.inven.co.kr/board/aion2/6452/21751,,
70159,[일반]글섭가서 짱먹자[1],,positive,"[""기타""]",[일반]글섭가서 짱먹자[1],https://www.inven.co.kr/board/aion2/6452/23276,,
168163,[일반]힐/정화 버프해줫을때부터 딜러들 펫으로 고정된거야,,positive,"[""클래스밸런스""]",[일반]힐/정화 버프해줫을때부터 딜러들 펫으로 고정된거야,https://www.inven.co.kr/board/aion2/6451/18907,,
167718,[잡담]검성들이 너프예상을 못했다는게 ㄹㅇ 코미디네[12],,negative,"[""클래스밸런스""]",[잡담]검성들이 너프예상을 못했다는게 ㄹㅇ 코미디네[12],https://www.inven.co.kr/board/aion2/6388/239064,,
198659,[일반]조율에 전방 공격력 쓰시는분있나요?[1],,neutral,"[""기타""]",[일반]조율에 전방 공격력 쓰시는분있나요?[1],https://www.inven.co.kr/board/aion2/6448/25069,,
102301,[일반]머리채안잡으면 이제 개병신만든다는걸 알게됨ㅋㅋ,,negative,"[""기타""]",[일반]머리채안잡으면 이제 개병신만든다는걸 알게됨ㅋㅋ,https://www.inven.co.kr/board/aion2/6451/17475,,
9561,[잡담]궁성형들 쉴드할래도 역겹네 ㅋㅋ 치유를까네 호법은나두고 ㅋ[1],,negative,"[""클래스밸런스""]",[잡담]궁성형들 쉴드할래도 역겹네 ㅋㅋ 치유를까네 호법은나두고 ㅋ[1],https://www.inven.co.kr/board/aion2/6388/214376,,
170719,[잡담]소신발언) 진지하게 ㅈ기하라 <- 이런놈들이 아벤ㅄ만듬[9]사진,,negative,"[""기타""]",[잡담]소신발언) 진지하게 ㅈ기하라 <- 이런놈들이 아벤ㅄ만듬[9]사진,https://www.inven.co.kr/board/aion2/6388/239548,,
93603,[일반]형들 궁금한게있는데 대징에 강타7프로이면 호법 불배 중복이안되는거야?[1],,neutral,"[""기타""]",[일반]형들 궁금한게있는데 대징에 강타7프로이면 호법 불배 중복이안되는거야?[1],https://www.inven.co.kr/board/aion2/6452/23970,,
123063,[일반]열쇠 이거 어때요?[6]사진,,neutral,"[""기타""]",[일반]열쇠 이거 어때요?[6]사진,https://www.inven.co.kr/board/aion2/6449/16814,,
101403,[일반]이씨발 딜 개병신 진짜 밸패마다 좆같네[2],,negative,"[""클래스밸런스""]",[일반]이씨발 딜 개병신 진짜 밸패마다 좆같네[2],https://www.inven.co.kr/board/aion2/6449/16455,,
80303,[잡담]무스펠이 ㅈㄴ재밌는 이유[9]사진,,positive,"[""기타""]",[잡담]무스펠이 ㅈㄴ재밌는 이유[9]사진,https://www.inven.co.kr/board/aion2/6388/229165,,
97807,[일반]회막무가져가 밀려남 가져가  대자연가져가  pvp는 병신이댓네,,negative,"[""기타""]",[일반]회막무가져가 밀려남 가져가  대자연가져가  pvp는 병신이댓네,https://www.inven.co.kr/board/aion2/6450/15474,,
70360,[잡담]롤하다가 접었는데 롤 망했음[1],,negative,"[""기타""]",[잡담]롤하다가 접었는데 롤 망했음[1],https://www.inven.co.kr/board/aion2/6388/228661,,
14579,[잡담]신규패스 4티어 날개는 어떤거를 말하는건가요?[3]사진,,neutral,"[""이벤트과금""]",[잡담]신규패스 4티어 날개는 어떤거를 말하는건가요?[3]사진,https://www.inven.co.kr/board/aion2/6388/215368,,
18714,[일반]마매쓰면 병@신이야?[7]사진,,neutral,"[""기타""]",[일반]마매쓰면 병@신이야?[7]사진,https://www.inven.co.kr/board/aion2/6453/13523,,
92768,[일반]대자연 병신으로 조져놨네 씨발...[4],,negative,"[""기타""]",[일반]대자연 병신으로 조져놨네 씨발...[4],https://www.inven.co.kr/board/aion2/6450/15337,,
98682,[일반]치유 수호검성보다 쌔다던데 진짜임?[1],,neutral,"[""클래스밸런스""]",[일반]치유 수호검성보다 쌔다던데 진짜임?[1],https://www.inven.co.kr/board/aion2/6452/24129,,
131317,[일반]●▅▇█▇▆▅▄▇ 개ㅂㅅ겜,,negative,"[""기타""]",[일반]●▅▇█▇▆▅▄▇ 개ㅂㅅ겜,https://www.inven.co.kr/board/aion2/6453/14548,,
155974,[잡담]훈장팟은 시너지 만찾는다 시발년들아[1],,negative,"[""기타""]",[잡담]훈장팟은 시너지 만찾는다 시발년들아[1],https://www.inven.co.kr/board/aion2/6388/237994,,
1519,[일반]인장 업뎃기념 호법 어비스 꿀팁[3],,positive,"[""기타""]",[일반]인장 업뎃기념 호법 어비스 꿀팁[3],https://www.inven.co.kr/board/aion2/6451/16197,,
48918,[일반]직변권 찬.반 투표![4],,neutral,"[""기타""]",[일반]직변권 찬.반 투표![4],https://www.inven.co.kr/board/aion2/6448/21498,,
19362,[일반]랏호법 방 때문에 지원을 못하겠읍니다...[1]사진,,negative,"[""기타""]",[일반]랏호법 방 때문에 지원을 못하겠읍니다...[1]사진,https://www.inven.co.kr/board/aion2/6452/22111,,
103548,[일반]니드저분 좆간지네 ㅋㅋㅋ,,negative,"[""기타""]",[일반]니드저분 좆간지네 ㅋㅋㅋ,https://www.inven.co.kr/board/aion2/6448/22718,,
131660,[일반]검황님들 축하드립니다[1]사진,,positive,"[""기타""]",[일반]검황님들 축하드립니다[1]사진,https://www.inven.co.kr/board/aion2/6448/23515,,
137831,[일반]Flow1004 고맙다[4],,positive,"[""기타""]",[일반]Flow1004 고맙다[4],https://www.inven.co.kr/board/aion2/6451/18399,,
182494,[일반]형님들 무기 추천좀부탁드려요![1],,neutral,"[""콘텐츠""]",[일반]형님들 무기 추천좀부탁드려요![1],https://www.inven.co.kr/board/aion2/6448/24873,,
41634,[일반]선생님들 수호가 그리 별로인가요?[10],,neutral,"[""기타""]",[일반]선생님들 수호가 그리 별로인가요?[10],https://www.inven.co.kr/board/aion2/6438/17301,,
159407,[일반]던전돌기 좋아진건 맞음[1],,positive,"[""콘텐츠""]",[일반]던전돌기 좋아진건 맞음[1],https://www.inven.co.kr/board/aion2/6438/19521,,
63048,[일반]700검성이랑 바꿀 치유구함[8],,positive,"[""클래스밸런스""]",[일반]700검성이랑 바꿀 치유구함[8],https://www.inven.co.kr/board/aion2/6452/23177,,
137671,[일반]현상황은 서포터가 딜이 약할 이유가 없음 - 탱딜힐 좀 버려 시발[1]사진,,negative,"[""클래스밸런스""]",[일반]현상황은 서포터가 딜이 약할 이유가 없음 - 탱딜힐 좀 버려 시발[1]사진,https://www.inven.co.kr/board/aion2/6449/17152,,
129754,[일반]그놈에 힐케어 지랄은 ㅋㅋㅋ,,negative,"[""클래스밸런스""]",[일반]그놈에 힐케어 지랄은 ㅋㅋㅋ,https://www.inven.co.kr/board/aion2/6452/24642,,
93006,캬 정령 드디어 날아올랏다 ㅋㅋ다른애들 pvp상향 정령pve상향,,positive,"[""클래스밸런스""]",캬 정령 드디어 날아올랏다 ㅋㅋ다른애들 pvp상향 정령pve상향,https://www.inven.co.kr/board/aion2/6454/8033,,
98598,[일반]DPS도 문제지만 제일 현타오는점...[2],,negative,"[""기타""]",[일반]DPS도 문제지만 제일 현타오는점...[2],https://www.inven.co.kr/board/aion2/6451/17384,,
177911,"[잡담]흑각[네자], 백각[네자] 3넴앞 추방질하는 병신들사진",,negative,"[""기타""]","[잡담]흑각[네자], 백각[네자] 3넴앞 추방질하는 병신들사진",https://www.inven.co.kr/board/aion2/6388/240361,,
96451,[일반]병신겜 한 주 버티는 것도 이제 못하겠다.[8],,negative,"[""기타""]",[일반]병신겜 한 주 버티는 것도 이제 못하겠다.[8],https://www.inven.co.kr/board/aion2/6451/17169,,
53382,[일반]진짜 개 욕나오네 남준이형 ㅡㅡ[2],,negative,"[""기타""]",[일반]진짜 개 욕나오네 남준이형 ㅡㅡ[2],https://www.inven.co.kr/board/aion2/6449/15424,,
1553,[일반]닉을까고 딜인증해라 병신년아[20],,negative,"[""클래스밸런스""]",[일반]닉을까고 딜인증해라 병신년아[20],https://www.inven.co.kr/board/aion2/6451/16161,,
48056,[잡담]치유입장에서 이번 수요일 패치? 기대없음[2],,neutral,"[""기타""]",[잡담]치유입장에서 이번 수요일 패치? 기대없음[2],https://www.inven.co.kr/board/aion2/6388/224025,,
113499,[질문]스티그마 초기화 넘나리 귀찮은것[2],,neutral,"[""기타""]",[질문]스티그마 초기화 넘나리 귀찮은것[2],https://www.inven.co.kr/board/aion2/6388/234013,,
118909,[일반]인구많은순으로 패치하는 씨발게임,,negative,"[""기타""]",[일반]인구많은순으로 패치하는 씨발게임,https://www.inven.co.kr/board/aion2/6451/17851,,
96444,[일반]호법 접는다는 사람들 좀 들어봐[2]사진,,negative,"[""기타""]",[일반]호법 접는다는 사람들 좀 들어봐[2]사진,https://www.inven.co.kr/board/aion2/6451/17176,,
91455,[일반]개시팔 호짱개들 눕는거 보니까[6],,positive,"[""기타""]",[일반]개시팔 호짱개들 눕는거 보니까[6],https://www.inven.co.kr/board/aion2/6452/23684,,
77696,[일반]검성 스탯 질문좀요~[3],,neutral,"[""클래스밸런스""]",[일반]검성 스탯 질문좀요~[3],https://www.inven.co.kr/board/aion2/6448/22043,,
107030,[잡담]익스프레스 봉인던전권 사용했는데 왜 물음표로 되어있음 ?[1],,neutral,"[""콘텐츠""]",[잡담]익스프레스 봉인던전권 사용했는데 왜 물음표로 되어있음 ?[1],https://www.inven.co.kr/board/aion2/6388/233562,,
138554,[일반]딜러가 모자라다고???,,neutral,"[""클래스밸런스""]",[일반]딜러가 모자라다고???,https://www.inven.co.kr/board/aion2/6451/18442,,
188365,[일반]남준아 슈바라마 살성 너프좀하자,,negative,"[""클래스밸런스""]",[일반]남준아 슈바라마 살성 너프좀하자,https://www.inven.co.kr/board/aion2/6449/17665,,
106259,[잡담]새싹 오드에너지 꿀팁사진,,positive,"[""기타""]",[잡담]새싹 오드에너지 꿀팁사진,https://www.inven.co.kr/board/aion2/6388/233509,,
132617,[일반]호법들이 행복할수 있는 방법[5],,positive,"[""기타""]",[일반]호법들이 행복할수 있는 방법[5],https://www.inven.co.kr/board/aion2/6451/18332,,
198452,[잡담]코치룽증거영상(코코개구리)[2]사진,,negative,"[""기타""]",[잡담]코치룽증거영상(코코개구리)[2]사진,https://www.inven.co.kr/board/aion2/6388/241573,,
101858,[잡담]여태까지 nc욕만했는데 이번엔 만족함[3],,positive,"[""기타""]",[잡담]여태까지 nc욕만했는데 이번엔 만족함[3],https://www.inven.co.kr/board/aion2/6388/232877,,
29192,[잡담]검사유저가잘함? 로아유저가잘함?[15],,neutral,"[""커뮤니티""]",[잡담]검사유저가잘함? 로아유저가잘함?[15],https://www.inven.co.kr/board/aion2/6388/219987,,
18891,[잡담]이런애들은 뭐임?[5]사진,,neutral,"[""기타""]",[잡담]이런애들은 뭐임?[5]사진,https://www.inven.co.kr/board/aion2/6388/216516,,
37139,[잡담]멀자꾸 너프하라고 서로그래,,negative,"[""클래스밸런스""]",[잡담]멀자꾸 너프하라고 서로그래,https://www.inven.co.kr/board/aion2/6388/222231,,
30576,[잡담]살성형들  축하합니다 2m 달성!! 2026.06.19 새벽!![1]사진,,positive,"[""클래스밸런스""]",[잡담]살성형들  축하합니다 2m 달성!! 2026.06.19 새벽!![1]사진,https://www.inven.co.kr/board/aion2/6388/220330,,
95992,[잡담]신규/복귀 4티어 안주고 3티어주는겨?[2],,neutral,"[""기타""]",[잡담]신규/복귀 4티어 안주고 3티어주는겨?[2],https://www.inven.co.kr/board/aion2/6388/231512,,
47449,[일반]검성형들 스티그마 슬롯 풀리면 뭐가 정배일꺼같음??[4]사진,,neutral,"[""클래스밸런스""]",[일반]검성형들 스티그마 슬롯 풀리면 뭐가 정배일꺼같음??[4]사진,https://www.inven.co.kr/board/aion2/6448/21419,,
51728,[잡담]침식팔찌 계승버그있다 시발[10],,negative,"[""버그오류"", ""콘텐츠""]",[잡담]침식팔찌 계승버그있다 시발[10],https://www.inven.co.kr/board/aion2/6388/224661,,
